0,0.000051
1,0.000015
2,0.000024
3,0.000032
4,0.000038
5,0.000055
6,0.000071
7,0.000086
8,0.000108
9,0.000307
10,0.000236
11,0.000285
12,0.001055
13,0.000325
14,0.000322
15,0.000400
16,0.000444
17,0.000532
18,0.000560
19,0.000585
20,0.000689
21,0.000713
22,0.000866
23,0.000790
24,0.000901
25,0.002009
26,0.001120
27,0.000910
28,0.001034
29,0.001104
30,0.001191
31,0.001446
32,0.001383
33,0.001517
34,0.001710
35,0.001725
36,0.001631
37,0.001484
38,0.001764
39,0.001650
40,0.002041
41,0.001745
42,0.001600
43,0.002028
44,0.001911
45,0.002081
46,0.002268
47,0.001787
48,0.001769
49,0.002116
50,0.002387
51,0.001997
52,0.002059
53,0.002246
54,0.002577
55,0.001821
56,0.002184
57,0.003045
58,0.002268
59,0.001998
60,0.002366
61,0.002305
62,0.002485
63,0.002740
64,0.002603
65,0.002345
66,0.002280
67,0.002471
68,0.002368
69,0.002851
70,0.002457
71,0.002590
72,0.002893
73,0.002612
74,0.002892
75,0.002604
76,0.002838
77,0.002793
78,0.003268
79,0.003067
80,0.002898
81,0.003207
82,0.003699
83,0.003654
84,0.003288
85,0.003554
86,0.003696
87,0.003924
88,0.003703
89,0.003709
90,0.003957
91,0.004023
92,0.004019
93,0.004183
94,0.004387
95,0.004477
96,0.004107
97,0.004406
98,0.004815
99,0.004587
100,0.004744
101,0.004814
102,0.004859
103,0.005138
104,0.005199
105,0.004993
106,0.004625
107,0.005485
108,0.005565
109,0.006038
110,0.004955
111,0.005766
112,0.005330
113,0.006158
114,0.005809
115,0.006855
116,0.005848
117,0.006042
118,0.006803
119,0.006023
120,0.006622
121,0.007087
122,0.007191
123,0.006986
124,0.007512
125,0.006563
126,0.007103
127,0.007174
128,0.007582
129,0.007263
130,0.007043
131,0.006702
132,0.007665
133,0.009111
134,0.008441
135,0.008822
136,0.008271
137,0.008118
138,0.007615
139,0.009037
140,0.008425
141,0.009486
142,0.009256
143,0.008979
144,0.008959
145,0.008758
146,0.009065
147,0.010593
148,0.009834
149,0.008170
150,0.009162
151,0.010266
152,0.010473
153,0.010432
154,0.010001
155,0.010266
156,0.010528
157,0.010556
158,0.010813
159,0.010755
160,0.010125
161,0.010517
162,0.010603
163,0.010955
164,0.011366
165,0.010499
166,0.012361
167,0.011309
168,0.011715
169,0.012738
170,0.010775
171,0.012347
172,0.012547
173,0.014017
174,0.012454
175,0.012280
176,0.013046
177,0.013153
178,0.012023
179,0.013100
180,0.012019
181,0.012828
182,0.012730
183,0.013623
184,0.013974
185,0.013730
186,0.012973
187,0.013092
188,0.014398
189,0.015020
190,0.014479
191,0.013738
192,0.013759
193,0.014946
194,0.014639
195,0.015531
196,0.015723
197,0.014623
198,0.015321
199,0.015376
200,0.015323
201,0.015995
202,0.015629
203,0.016283
204,0.016738
205,0.016937
206,0.015251
207,0.016772
208,0.015820
209,0.016841
210,0.014733
211,0.016660
212,0.017363
213,0.016586
214,0.018260
215,0.018297
216,0.015811
217,0.018171
218,0.017840
219,0.016551
220,0.018373
221,0.018531
222,0.018484
223,0.017527
224,0.019222
225,0.018120
226,0.018363
227,0.018727
228,0.020075
229,0.019736
230,0.019402
231,0.019986
232,0.018937
233,0.019135
234,0.019552
235,0.020026
236,0.019321
237,0.021306
238,0.021363
239,0.019761
240,0.020134
241,0.020300
242,0.020431
243,0.020544
244,0.020945
245,0.019852
246,0.022152
247,0.023717
248,0.021316
249,0.021757
250,0.020278
251,0.021531
252,0.021270
253,0.020940
254,0.021494
255,0.021713
256,0.021661
257,0.023385
258,0.021460
259,0.021717
260,0.022990
261,0.023276
262,0.021495
263,0.021709
264,0.024063
265,0.025614
266,0.024385
267,0.024590
268,0.023639
269,0.024310
270,0.024456
271,0.023900
272,0.022922
273,0.025409
274,0.025111
275,0.027145
276,0.026945
277,0.025451
278,0.025123
279,0.024636
280,0.025636
281,0.026400
282,0.025729
283,0.025929
284,0.026130
285,0.025600
286,0.026814
287,0.027292
288,0.027154
289,0.025881
290,0.026887
291,0.026594
292,0.029678
293,0.029262
294,0.028931
295,0.027153
296,0.028397
297,0.028601
298,0.028501
299,0.027415
300,0.028047
301,0.028775
302,0.030271
303,0.029472
304,0.028637
305,0.028951
306,0.027933
307,0.029050
308,0.028509
309,0.030197
310,0.029732
311,0.032024
312,0.028185
313,0.029956
314,0.029125
315,0.031837
316,0.030571
317,0.030160
318,0.031312
319,0.032241
320,0.031984
321,0.031491
322,0.032111
323,0.031992
324,0.032107
325,0.031253
326,0.033882
327,0.030860
328,0.033250
329,0.031404
330,0.033287
331,0.033019
332,0.033849
333,0.033059
334,0.032931
335,0.032777
336,0.033996
337,0.033437
338,0.032892
339,0.034934
340,0.033758
341,0.033899
342,0.034813
343,0.034032
344,0.035161
345,0.034954
346,0.040723
347,0.035186
348,0.033371
349,0.032945
350,0.036316
351,0.036576
352,0.035385
353,0.035140
354,0.036531
355,0.034720
356,0.036256
357,0.036794
358,0.036796
359,0.037631
360,0.036660
361,0.036016
362,0.036311
363,0.035193
364,0.038295
365,0.036807
366,0.038193
367,0.037007
368,0.038141
369,0.038570
370,0.041261
371,0.039555
372,0.039036
373,0.038260
374,0.037916
375,0.041133
376,0.037590
377,0.039654
378,0.038112
379,0.040075
380,0.039151
381,0.038609
382,0.038720
383,0.038918
384,0.040576
385,0.039761
386,0.041802
387,0.043094
388,0.043878
389,0.042491
390,0.040383
391,0.039541
392,0.042906
393,0.041595
394,0.042997
395,0.040409
396,0.041435
397,0.042403
398,0.043185
399,0.045480
400,0.042458
401,0.043286
402,0.044533
403,0.042341
404,0.042400
405,0.043408
406,0.044543
407,0.044446
408,0.043389
409,0.043254
410,0.044594
411,0.045677
412,0.045151
413,0.043832
414,0.044172
415,0.043888
416,0.044931
417,0.045038
418,0.045422
419,0.045564
420,0.046654
421,0.048059
422,0.045084
423,0.045038
424,0.047880
425,0.046605
426,0.047920
427,0.048312
428,0.048372
429,0.048239
430,0.045444
431,0.046307
432,0.045573
433,0.047732
434,0.047980
435,0.049628
436,0.048271
437,0.045120
438,0.051398
439,0.048707
440,0.049986
441,0.049860
442,0.048461
443,0.050324
444,0.048833
445,0.048608
446,0.050969
447,0.052230
448,0.052061
449,0.050902
450,0.048567
451,0.051606
452,0.050797
453,0.048659
454,0.053924
455,0.052909
456,0.053477
457,0.051271
458,0.050658
459,0.052461
460,0.058121
461,0.053003
462,0.053140
463,0.054933
464,0.053023
465,0.050484
466,0.049551
467,0.054360
468,0.053338
469,0.051266
470,0.053936
471,0.054361
472,0.053344
473,0.053900
474,0.050868
475,0.053179
476,0.051715
477,0.053028
478,0.055901
479,0.055063
480,0.054407
481,0.054173
482,0.055666
483,0.055271
484,0.053804
485,0.054869
486,0.057825
487,0.056313
488,0.052518
489,0.055313
490,0.054508
491,0.054206
492,0.057069
493,0.058295
494,0.054454
495,0.054347
496,0.057914
497,0.055077
498,0.062209
499,0.059461
500,0.070008
501,0.056939
502,0.058654
503,0.060426
504,0.060633
505,0.057846
506,0.057037
507,0.057850
508,0.055847
509,0.058895
510,0.058070
511,0.058935
512,0.058122
513,0.058715
514,0.060266
515,0.060620
516,0.057378
517,0.060458
518,0.060826
519,0.057476
520,0.064184
521,0.060417
522,0.063421
523,0.059676
524,0.061883
525,0.070611
526,0.066376
527,0.062736
528,0.061498
529,0.062724
530,0.061808
531,0.062885
532,0.062462
533,0.060143
534,0.059231
535,0.060031
536,0.060856
537,0.065177
538,0.063911
539,0.063552
540,0.063324
541,0.062315
542,0.060795
543,0.062622
544,0.060666
545,0.062126
546,0.063563
547,0.065801
548,0.063408
549,0.063218
550,0.065792
551,0.063700
552,0.063121
553,0.065618
554,0.065292
555,0.064903
556,0.065892
557,0.065563
558,0.068363
559,0.067707
560,0.067366
561,0.062837
562,0.065367
563,0.063870
564,0.066854
565,0.063437
566,0.064842
567,0.069475
568,0.066887
569,0.066234
570,0.071616
571,0.069988
572,0.069653
573,0.066209
574,0.070988
575,0.072584
576,0.069534
577,0.069005
578,0.067898
579,0.067041
580,0.067325
581,0.070244
582,0.067008
583,0.071193
584,0.072556
585,0.070286
586,0.070849
587,0.070826
588,0.072659
589,0.072366
590,0.069237
591,0.072727
592,0.070488
593,0.068405
594,0.071531
595,0.072704
596,0.070063
597,0.072347
598,0.072066
599,0.073794
600,0.074637
601,0.070255
602,0.068870
603,0.076538
604,0.070272
605,0.073559
606,0.071961
607,0.072732
608,0.069605
609,0.074934
610,0.073317
611,0.071577
612,0.076066
613,0.071821
614,0.077365
615,0.072026
616,0.072074
617,0.072947
618,0.075983
619,0.073614
620,0.073563
621,0.076006
622,0.074389
623,0.073892
624,0.076660
625,0.072781
626,0.080320
627,0.077003
628,0.074542
629,0.074389
630,0.079747
631,0.076515
632,0.078707
633,0.074686
634,0.075964
635,0.077659
636,0.077580
637,0.073589
638,0.076508
639,0.074860
640,0.081195
641,0.077030
642,0.077054
643,0.077446
644,0.077848
645,0.077684
646,0.079852
647,0.080110
648,0.079097
649,0.078704
650,0.074321
651,0.077335
652,0.078010
653,0.077843
654,0.079781
655,0.079758
656,0.081162
657,0.079408
658,0.081000
659,0.079934
660,0.081018
661,0.081796
662,0.080967
663,0.079420
664,0.088074
665,0.084171
666,0.080039
667,0.083201
668,0.078394
669,0.081498
670,0.080412
671,0.079906
672,0.080353
673,0.082463
674,0.083056
675,0.079955
676,0.083039
677,0.087551
678,0.080963
679,0.084670
680,0.081370
681,0.082987
682,0.088582
683,0.080097
684,0.081807
685,0.084373
686,0.081747
687,0.085058
688,0.086392
689,0.082274
690,0.081686
691,0.084146
692,0.082319
693,0.085426
694,0.082934
695,0.083628
696,0.084517
697,0.083520
698,0.086939
699,0.086840
700,0.085837
701,0.090056
702,0.086964
703,0.087074
704,0.087308
705,0.086427
706,0.089475
707,0.089789
708,0.089487
709,0.088410
710,0.090901
711,0.088523
712,0.085727
713,0.087064
714,0.088616
715,0.087578
716,0.091298
717,0.088210
718,0.087367
719,0.085575
720,0.090394
721,0.088700
722,0.086486
723,0.094126
724,0.088853
725,0.089028
726,0.092220
727,0.088739
728,0.091104
729,0.088240
730,0.089120
731,0.094417
732,0.092183
733,0.097361
734,0.091435
735,0.090778
736,0.093420
737,0.091878
738,0.095813
739,0.092788
740,0.090048
741,0.089767
742,0.089701
743,0.094556
744,0.096625
745,0.092812
746,0.095969
747,0.090984
748,0.098813
749,0.100447
750,0.096546
751,0.094622
752,0.094514
753,0.094929
754,0.100098
755,0.097420
756,0.096713
757,0.092911
758,0.095569
759,0.107360
760,0.095356
761,0.093802
762,0.096734
763,0.096388
764,0.095039
765,0.098174
766,0.100045
767,0.096665
768,0.097846
769,0.097205
770,0.096078
771,0.097699
772,0.095915
773,0.095391
774,0.096135
775,0.098486
776,0.102012
777,0.096644
778,0.098966
779,0.100970
780,0.096912
781,0.103089
782,0.097637
783,0.100214
784,0.105728
785,0.100610
786,0.103534
787,0.097571
788,0.097583
789,0.098580
790,0.101140
791,0.097428
792,0.102579
793,0.096299
794,0.096491
795,0.098420
796,0.102908
797,0.099856
798,0.100651
799,0.099782
800,0.099376
801,0.106657
802,0.099864
803,0.097614
804,0.098304
805,0.103040
806,0.103558
807,0.099949
808,0.098985
809,0.108552
810,0.104214
811,0.103205
812,0.103947
813,0.098539
814,0.107928
815,0.100827
816,0.101689
817,0.101385
818,0.104014
819,0.105893
820,0.100947
821,0.107185
822,0.104071
823,0.102848
824,0.104175
825,0.103085
826,0.107677
827,0.101120
828,0.103731
829,0.103339
830,0.105022
831,0.102881
832,0.102221
833,0.104098
834,0.103202
835,0.107460
836,0.104399
837,0.110324
838,0.108099
839,0.110158
840,0.107906
841,0.105276
842,0.108407
843,0.105891
844,0.103022
845,0.106334
846,0.115985
847,0.106167
848,0.108162
849,0.107866
850,0.107253
851,0.105971
852,0.107333
853,0.109063
854,0.106709
855,0.110417
856,0.106245
857,0.109959
858,0.109769
859,0.109894
860,0.106437
861,0.108483
862,0.104260
863,0.110333
864,0.115259
865,0.110473
866,0.108895
867,0.112796
868,0.111930
869,0.110644
870,0.107251
871,0.113700
872,0.108790
873,0.108161
874,0.109044
875,0.111000
876,0.111027
877,0.108270
878,0.110361
879,0.110341
880,0.113497
881,0.109078
882,0.112822
883,0.114918
884,0.113377
